date,time,title,author,sbuject,resume
30/08/2023,21:59,Boca Juniors a semifinal de Copa Libertadores: venció en penales a Racing | VIDEO,Redacción EC,Argentina,FOX Sports transmitió el partido de vuelta de los cuartos de final de la Libertadores desde El Cilindro de Avellaneda.
30/08/2023,21:59,Boca derrotó 4-1 en penales a Racing y accedió a la semifinal de Copa Libertadores | RESUMEN ,Redacción EC,Argentina,Boca se impuso desde los doce pasos a Racing por el partido de vuelta de los cuartos de final de la Copa Libertadores 2023.
30/08/2023,21:40,Trump es acusado de “inflar” su riqueza a razón de “miles de millones de dólares”,Agencia AFP,EEUU,"La fiscal general de Nueva York, Letitia James, reclama 250 millones de dólares en daños a Trump, a sus hijos y a la Organización Trump por fraud..."
30/08/2023,21:40,Cristian Castro cantó como un fanático los temas de Luis Miguel en concierto,Redacción EC,Entretenimiento,"Cristian Castro disfrutó en primera fila del gran concierto de Luis Miguel en el Movistar Arena de Buenos Aires, Argentina. El hijo de Verónica C..."
30/08/2023,21:38,"Últimos sismos ocurridos en Venezuela este, 30 de agosto",Redacción EC,Venezuela,¿Dónde y de cuántos grados fue el último sismo en Venezuela? Consulta el reporte de temblores en el país según la Fundación Venezolana de Investi...
30/08/2023,21:35,‘Dachi’: realizan colecta para los gastos de la operación de perrita acuchillada,Redacción EC,Sucesos,"Se estima que se necesitan, por el momento, cerca de dos mil nuevos soles. Se proporcionó dos números telefónicos para colaborar mediante los apl..."
30/08/2023,21:30,"Últimas noticias del bono especial y bono guerra este, 30 de agosto",Redacción EC,Venezuela,"Te compartimos todos los detalles del Bono Especial y Bono de Guerra Económica en Venezuela: próximos pagos, montos, fechas y más."
30/08/2023,21:27,Qué son las horas espejo y por qué las 10:10 se relaciona con el dinero,Redacción EC,Qué,"¿Cuál es el significado de 10:10? Conócelo aquí, es muy probable que no sea una casualidad según la numerología. En esta nota te contamos sobre l..."
30/08/2023,21:26,Bukele no es un ejemplo a seguir,Editorial El Comercio,Editorial,"Necesitamos que nuestras autoridades asuman el problema de la inseguridad de manera responsable, no clamando por supuestas soluciones que pueden ..."
30/08/2023,21:26,Dos Antauro más un ‘Porky’,Fernando Vivas,Rincón del autor,"“Antauro y ‘Porky’ [...] se complementan, pero ninguno garantiza éxitos”"
30/08/2023,21:26,La nueva guerra será por el agua,Angie Higuchi,Colaboradores,"“Las tareas ligadas a la agricultura y ganadería utilizan, en promedio, el 70% del agua dulce proveniente de ríos y reservas subterráneas en el á..."
30/08/2023,21:26,Seamos luz entre tanta oscuridad,Renzo Díaz,Voz Universitaria,"“Como en toda sociedad, la desinformación representa un peligro para la democracia”"
30/08/2023,21:26,Bukele de Hollywood,Mabel Huertas,Mirada de fondo,"“Bukele ha tenido gran éxito en su estrategia de convertirse en un ‘soft power’ regional, en meternos en un filme hollywoodense, para legitimar u..."
30/08/2023,21:26,Un gobierno sin rumbo,Gustavo Pastor,Colaboradores,“Es necesario que la presidenta deje de dar la impresión de que le queda grande el cargo”.
30/08/2023,21:26,‘Ama abusakuychu’,Javier González-Olaechea Franco,Columnistas,"“Con esta norma, el Estado prácticamente ha abdicado de investigar, juzgar y sancionar al presunto delincuente”. "
30/08/2023,21:26,"Lo último del horóscopo chino este, 30 de agosto",Redacción EC,Mexico,"Consulta aquí lo que le depara a tu signo o animal en el mes de setiembre, según tu horóscopo chino."
30/08/2023,21:20,En qué canal se transmitió Boca vs Racing por Copa Libertadores,Redacción EC,Argentina,Mira los canales y horarios que pasaron el duelo entre Boca Juniors vs Racing Club por Copa Libertadores.
30/08/2023,21:17,Inter Miami vs Nashville (0-0): resumen del partido por la MLS | VIDEO,Redacción EC,Fútbol mundial,Inter Miami no pudo marcar ante Nashville por la fecha 29 de la Major League Soccer.
30/08/2023,21:16,Con Lionel Messi: Inter Miami igualó 0-0 con Nashville por MLS 2023,Redacción EC,Fútbol mundial,Apple TV transmitió el partido entre Inter Miami vs. Nashville desde el Lockhart Stadium por la MLS.
30/08/2023,21:15,Cuánto quedó Inter Miami vs. Nashville por la MLS | VIDEO,Redacción EC,Argentina,"Con Lionel Messi, Inter Miami enfrentó a Nashville por la fecha 29 de la MLS. "
30/08/2023,21:13,En qué canal jugó Inter Miami vs Nashville,Redacción EC,Fútbol mundial,Mira qué canal transmitió el partido de Lionel Messi con Inter Miami vs Nasville por Major League Soccer.
30/08/2023,21:13,"A qué hora jugó Messi, Inter Miami vs Nashville por MLS",Redacción EC,Fútbol mundial,Conoce los horarios en el que jugaron Inter Miami vs Nashville con Leo Messi. 
30/08/2023,21:10,Xóchitl Gálvez será candidata única opositora para las presidenciales de México en 2024,Agencia AFP,México,"“Hemos tomado la decisión de respaldar la candidatura única en la persona de Xóchitl Gálvez para encabezar el Frente Amplio por México”, señalaro..."
30/08/2023,21:00,"Precio del dólar en Perú: a cuánto cerró el tipo de cambio hoy, miércoles 30 de agosto",Redacción EC,Mercados,Consulta la cotización en compra y venta de la moneda estadounidense en el país de este miércoles 30 de agosto.
30/08/2023,21:00,Alejandro Soto: aliados empiezan a reevaluar su postura frente a moción de censura,Sebastian Ortiz Martínez,Congreso,"Avanza País evaluará nuevamente su postura sobre moción de censura contra presidente del Congreso. En el fujimorismo existe preocupación, mientra..."
30/08/2023,20:58,Ejecutivo publica reglamento de norma que regula publicación de leyes y resoluciones del Congreso,Redacción EC,Gobierno,"A través del Decreto Supremo Nº 007-2023-JUS, publicado en el Diario Oficial El Peruano, se dio a conocer el texto, compuesto de 11 artículos."
30/08/2023,20:41,Lima: controlan amago de incendio cerca a la Plaza de Armas,Redacción EC,País,"Un amago de incendio sorprendió a los policías y enfermeras que se encontraban en la Catedral de Lima, ubicada en la Plaza de Armas, cuando culmi..."
30/08/2023,20:38,EEG: Facundo González se volvió ‘loco’ por Valeria Piazza y se metió a la ducha con Rafael Cardozo,Redacción EC,Entretenimiento,"Luego de tantear el último nombre de los conductores o conductoras de programas de espectáculos de América TV, Facundo González se volvió ‘loco’ ..."
30/08/2023,20:33,"El partido de Lula ya lo quiere como candidato a la reelección en 2026, a sus 81 años",Agencia EFE,Latinoamérica,"El partido fundado en 1980 por el propio Lula y un centenar de dirigentes obreros e intelectuales, dice que “es preciso organizar la batalla polí..."
30/08/2023,20:21,"WindWings, la tecnología que reducirá la emisiones de CO2 en barcos gracias a la energía eólica | VIDEO",Redacción EC,Actualidad,Se trata de una forma de velas que se instalan en las cubiertas de los buques de carga para capturar y usar la energía del viento. Así suministra...
30/08/2023,20:19,Incendio en Plaza de Armas: todo lo que ocurrió durante las celebraciones por el día de Santa Rosa de Lima,José Cayetano ,Lima,Grasa acumulada en el ducto de horno de una pollería prendió los residuos inflamables en el último piso del edificio donde funciona el local. La ...
30/08/2023,20:18,‘Con Punche Seguridad’: “Un plan mejor que el de Bukele” y las otras medidas anunciadas por el Ejecutivo como parte de la delegación de facultade...,Hernán Medrano Marin,Perú,Se trata de un paquete de medidas como parte de la estrategia ‘Con Punche Seguridad’ que busca combatir de manera más efectiva la delincuencia en...
30/08/2023,20:18,Juan Pablo Varillas: ¿Cómo le fue ante tenistas top ten y por qué el partido ante Fritz puede ser histórico?,Christian Cruz Valdivia,Polideportivo,"Juan Pablo Varillas juega esta noche ante el 9 ATP Taylor Fritz, en el segundo partido de la cancha Louis Armstrong. Conoce el récord del peruano..."
30/08/2023,20:17,Fiscalización electrónica: ¿cómo funciona la estrategia de la ATU para sancionar el transporte público informal?,José Cayetano ,Lima,"A partir de la cooperación con municipios, la entidad detecta a los vehículos de transporte informal en tiempo real a través de las cámaras de la..."
30/08/2023,20:17,Empresario entregó vehículo y S/100.000 a asesor de congresista Guillermo Bermejo,Graciela Villasís Rojas,Actualidad,"Testimonio ● Según colaborador eficaz, Yul Valdivia recibió de Elmer Macha una camioneta para uso del congresista ● Macha luego dio presunta coim..."
30/08/2023,20:17,"Cecilia Tait: “No es momento de  apagar incendios, hay que empezar todo desde cero”",Jean Pierre  Maraví Coppa,Polideportivo,"Dolida, pero sobre todo furiosa, la  histórica voleibolista del Perú dijo estar “de luto” tras  el último lugar de la selección a nivel sudameric..."
30/08/2023,20:17,"Luis Advíncula: la importancia de pasar los 30 años, jugar en Boca y ser un ejemplo en la selección",Miguel Villegas,Selección,"De toda la legión extranjera convocada por Juan Reynoso para la fecha doble de Eliminatoria contra Paraguay y Brasil, es Luis Advíncula el caso d..."
30/08/2023,20:06,República Dominicana: Detienen a dueños de empresa por explosión que dejó 33 muertos,Agencia AFP,Centroamérica,"Maribel Sandoval y Edward Vidal, dueños de Vidal Plast, fueron arrestados junto con su hija, cuya identidad no fue revelada, en un allanamiento r..."
30/08/2023,20:00,Alejandro Soto ascendió a asesores que coordinaron ataques a sus rivales políticos | INFORME,Sebastian Ortiz Martínez,Congreso,El presidente del Congreso dijo que “no tenía conocimiento” sobre las conversaciones en el chat de sus trabajadores. Los abogados Martín Cabrera ...
30/08/2023,19:53,Djokovic revela detalles de su encuentro con Messi: “Es un campeón enorme” | VIDEO,Redacción EC,Argentina,El tenista serbio se mostró emocionado de compartir un momento junto al hoy jugador de Inter Miami.
30/08/2023,19:42,"Colombia extradita a EE.UU. a diseñadora Nancy González, requerida por contrabando de pieles",Agencia AFP,Latinoamérica,"En caso de ser hallada culpable, Nancy González enfrenta una condena de 25 años de prisión."
30/08/2023,19:31,Defensa y Justicia a semifinales: así fue la victoria ante Botafogo por Copa Sudamericana | RESUMEN Y GOLES,Redacción EC,Argentina,Defensa y Justicia logró acceder a la semifinal de la Copa Sudamericana tras superar por 3-2 a Botafogo en el global.
30/08/2023,19:28,"Skype: revelan fallo de la app, hackers pueden conocer dirección IP con un enlace",Grupo GDA,Ciberseguridad,Microsoft indicó a un investigador que esta vulnerabilidad no requería atención inmediata
30/08/2023,19:12,‘Dachi’: decenas de personas realizan plantón en Campo de Marte por mascota acuchillada | FOTOS,Redacción EC,Sucesos,"El pequeño can se encuentra en UCI. En tanto, el agresor fue sentenciado a 18 meses de cárcel."
30/08/2023,19:11,"Carreteras y calles inundadas, cortes de energía: Florida afronta secuelas del huracán Idalia",Agencia EFE,EEUU,Idalia es el huracán más poderoso que en los últimos 125 años ha impactado en la región de Florida conocida como “Big Bend”
30/08/2023,19:01,"Alejandro Soto, sentenciado, denunciado e investigado: todos los cuestionamientos contra el presidente del Congreso",Karem Barboza Quiroz,Actualidad,"La Comisión de Etica, en mayoría integrada por bancadas que respaldan al presidente del Congreso tendrá en su manos decisión si considera o no la..."
30/08/2023,19:00,Quiniela EN VIVO de HOY: resultados de la Nacional y Provincia del miércoles 30 de agosto,Redacción EC,Argentina,"Mira aquí los resultados de la Quiniela en sus cinco ediciones: Previa, Primera, Matutina, Vespertina y Nocturna."
30/08/2023,18:56,"Partidos de hoy En vivo, miércoles 30 de agosto: horario, canales y dónde ver online gratis",Redacción EC,Fútbol mundial,"Revisa la programación completa de todos los partidos de hoy, miércoles 30 de agosto de 2023."
30/08/2023,18:55,Shakira se sorprende al descubrir a su doble perfecta: “Mejor que la original”,Redacción EC,Entretenimiento,"Se trata de una joven que se ha hecho viral en las redes sociales por su sorprendente parecido, tanto físico como vocal e interpretativo, con la ..."
30/08/2023,18:47,"Quién es Renzo Spraggon, el integrante de “La Casa de Magaly” que consoló a la ‘Uchulú’ tras discusión con Carlos Cacho y Andrés Hurtado",Redacción EC,Quién,"Tras un altercado que sacó chispas y se volvió viral, el fornido participante del reality de convivencia de ATV protagonizó una escena que conmov..."
30/08/2023,18:45,Santa Rosa de Lima: Así fue el homenaje a la ‘Patrona de América’ en Argentina y México,Redacción EC,Global,"Rindieron homenaje a Santa Rosa de Lima en Buenos Aires, Argentina y en la ciudad de San Luis de Potosí en México. La ‘Patrona de América, Indias..."
30/08/2023,18:40,Santa Rosa de Lima: cierran Plaza de Armas ante sorpresa de cientos de visitantes | VIDEO,Redacción EC,Sucesos,Esta medida perjudica a comerciantes y empresarios que tienen negocios alrededor de la mencionada plaza.
30/08/2023,18:32,La casa de Magaly: Fiorella Retiz contará nuevos detalles del amorío que tuvo con Aldo Miyashiro,Redacción EC,Farándula,"Tras ser consultada por Andrés Hurtado, la ‘influencer’ relató cómo era el vínculo que tenía con el actor"
30/08/2023,18:20,Xóchitl Gálvez lidera encuesta oficial de frente opositor de México para ser su candidata en 2024,Agencia EFE,México,"La legisladora, del derechista PAN, obtuvo un 57,58 % de las preferencias, por encima del 42,42 % de su rival en la contienda interna, la senador..."
30/08/2023,18:02,Liga Femenina 2023: La ‘U’ ya vendió más de 20 mil entradas para final ante Alianza y espera batir récord de asistencia,Redacción EC,Fútbol peruano,"El récord de asistencia a un cotejo de Liga Femenina lo ostenta Alianza Lima, ya que en la final ante Mannucci en el 2022 llevó a 30 mil espectad..."
30/08/2023,18:01,“Limonero” es captado con dos armados guardaespaldas tras alza del precio del producto,Redacción EC,Entretenimiento,"Para salvaguardar su integridad y su producto, un limonero fue captado en un mercado ambulante junto a sus dos guardaespaldas quienes portaban “a..."
30/08/2023,18:00,El kilo del limón llegaría hasta los 25 soles por el niño global,Redacción EC,País,"A fin de año, el limón podría llegar a costar hasta 25 soles el kilo por las condiciones climáticas del fenómeno del niño global. Hoy la unidad d..."
30/08/2023,18:00,Lotería Nacional de Panamá del 30 de agosto: resultados del sorteo miercolito,Redacción EC,Loterias,Conoce los resultados y números ganadores del sorteo de la Lotería Nacional de Beneficencia de Panamá y descubre si eres uno de los ganadores.
30/08/2023,17:58,¿Qué son las heridas del pasado y a qué nos referimos cuando hablamos de ellas?,Maria Fe Maldonado,Crecimiento Personal,Pueden convertirse en una carga emocional que nos hace perder nuestra autenticidad y energía inicial; dejando de ser uno mismo para transformarse...
30/08/2023,17:55,Huracán Idalia se degrada a tormenta tropical a su paso por Georgia y las Carolinas,Agencia EFE,EEUU,"Pese a haberse degradado, Idalia llegó a ser un huracán de categoría 4 antes de tocar tierra en la región conocida como Big Bend, en el norte de ..."
30/08/2023,17:38,Congresista Wilson Soto denuncia que delincuentes asaltaron su casa e intentaron llevarse a su hijo,Redacción EC,Sucesos,"El legislador de Acción Popular indicó que el hecho se produjo aproximadamente a las 2:30 p.m., aprovechando que había salido del inmueble junto ..."
30/08/2023,17:36,Enjuician por 10 años a ciudadano ruso por criticar en medios sobre la invasión a Ucrania,Redacción EC,Global,Un hombre ruso compareció el miércoles ante un tribunal por haber criticado la invasión de Rusia a Ucrania en una entrevista con un medio extranj...
30/08/2023,17:32,Enzo Fernández y su primer gol en Chelsea | VIDEO,Redacción EC,Argentina,El mediocampista argentino se encontró un rebote y puso en ventaja a los Blues contra AFC Wimbledon por la Carabao Cup
30/08/2023,17:27,Migrantes denuncian que se multiplican las desapariciones en la frontera norte de México,Agencia EFE,México,"“Antes llegaban uno o dos casos al año, ahora los migrantes refieren el secuestro y desaparición de grupos de hasta 20 o 30 sin que haya denuncia..."
30/08/2023,17:21,"Huracán Idalia en Cuba EN VIVO | Última hora de las intensas lluvias, inundaciones y apagones en la isla",Agencia AFP,Centroamérica,"Expertos del Insmet explicaron en la televisión estatal cubana que el ciclón cruzó en unos minutos el cabo de San Antonio, una estrecha franja de..."
30/08/2023,17:19,Barros Schelotto le responde a Reynoso por cambio de estadio en el inicio de las Eliminatorias,Redacción EC,Selección,"Juan Reynoso había señalado que ambas selecciones serían “visitantes” en el estadio Antonio Aranda Encina de Ciudad del Este, elegido en reemplaz..."
30/08/2023,17:07,India: Despliegan “espantamonos” para ahuyentar a los primates de la cumbre del G20,Redacción EC,Global,"Las autoridades de Nueva Delhi, en la India, comenzaron esta semana a colocar figuras a tamaño real de monos langur para espantar a los primates ..."
30/08/2023,16:48,‘Mercado Libre’ conquista Brasil con la apertura de dos nuevos centros de distribución,Redacción EC,Global,"El gigante de comercio electrónico Mercado Libre anunció este miércoles la apertura de dos nuevos centros de distribución en Brasil, su principal..."
30/08/2023,16:48,Chelsea venció 2-1 a Wimbledon con gol de Enzo Fernández | RESUMEN Y GOLES,Redacción EC,Fútbol mundial,Madueke y Enzo Fernández le dieron la clasificación a los Blues por la segunda ronda de la Carabao Cup
30/08/2023,16:29,Sebastián Abreu se va de la Liga 1 Betsson: club César Vallejo anuncia salida del técnico uruguayo,Redacción EC,Fútbol peruano,La UCV detalló que la salida de Abreu se da tras llegar a “un mutuo acuerdo”. Él había sido sancionado por romper un monitor del VAR 
30/08/2023,16:24,"Conoce a Ornella Paz, peruana reconocida por Globant con el premio “Mujeres que construyen”",Melissa Rodríguez Enciso,Economía,"Con Quranteby, su reciente emprendimiento que opera espacios físicos y digitales de artesanía y moda sostenible hecha por mujeres peruanas, inspi..."
30/08/2023,16:24,"La estampita de Santa Rosa que dormía con Miguel Grau, fue rescatada del Huáscar y hoy irá a un museo",Miguel Villegas,Historias,"Hoy que miles de fieles vuelven a la casa convento de Santa Rosa a rezarle y pedir un milagro, una historia que ya lo es: la estampita de Santa R..."
30/08/2023,16:22,Autos eléctricos: un estudio muestra el verdadero punto débil de estos vehículos,Redacción EC,Actualidad,Hasta ahora se pensaba que la baja autonomía era la principal dificultad. JD Power señala que no siempre la tecnología más avanzada resulta satis...
30/08/2023,16:18,Colombia: Tribunal imputa a exjefe del ejército por asesinatos de civiles,Agencia EFE,Latinoamérica,"Además, se le acusa de “mentir sobre el número de bajas, encubrir casos de extralimitación del uso de la fuerza, presionar a los miembros de las ..."
30/08/2023,16:05,Lotería Nacional: comprobar resultados y décimos del sábado 26 de agosto,Redacción EC,Espana,"Comprueba aquí los números ganadores de la Lotería Nacional del sábado 26 de agosto. También revisa los resultados de Bonoloto, La Primitiva y Jo..."
30/08/2023,16:03,"Wall Street cierra en verde y el Dow Jones sube un 0,11 %",Agencia EFE,Mercados,"Al término de las operaciones en la Bolsa de Nueva York, el Dow Jones subió hasta 34.891 puntos, mientras que el selectivo S&P 500 subió un 0,39 ..."
30/08/2023,16:02,"En directo, Inter Miami vs. Nashville SC online: horarios, canales TV y streaming",Redacción EC,Deportes,"Inter Miami vs. Nashville SC juegan en el Lockhart Stadium, la jornada 29 de la MLS. Mira todos los detalles del encuentro."
30/08/2023,16:00,"Horóscopo de hoy, miércoles 30 de agosto: pronósticos según tu signo zodiacal",Redacción EC,Vida social,"Conoce lo que te deparan las estrellas en el trabajo, amor y negocio. ¿Qué dice tu signo hoy, miércoles 30 de agosto?"
30/08/2023,16:00,“Ahsoka”: lista oficial de capítulos que tienes que ver para entender la serie,Paolo Valdivia,Series,"La llegada de “Ahsoka”, la nueva serie de Disney Plus, ha causado revuelo, por eso la página oficial de “Star Wars” confirmó los episodios de su ..."
30/08/2023,16:00,“Cassandro”: ¿cuándo se estrena la película con Gael García Bernal y Bad Bunny?,Redacción EC,Películas,"El galardonado actor mexicano Gael García Bernal le da vida a Saúl Armendáriz, un luchador amateur gay de El Paso que creó al personaje de Cassan..."
30/08/2023,15:49,Bolivia admite declinación en producción de gas que ha caído hasta “tocar fondo”,Agencia EFE,Mundo,"El presidente de Bolivia, Luis Arce, dijo que desde 2014 “hay una declinación en la producción (de gas natural)” y que el país “no tiene capacida..."
30/08/2023,15:49,Shakira: ¿Cuáles son las frases de su canción con Bzrp que cambió para evitar demanda de Piqué?,Redacción EC,Música,"La cantante colombiana lanzó una canción con muchas indirectas para su expareja Gerard Piqué. Sin embargo, tuvo que censurar algunas partes. "
30/08/2023,15:48,“And Just Like That... 2″ y el cameo de Samantha Jones dejó mucho que desear en el final de la serie,Leslie A. Galván,Series,"El regreso de Kim Cattral era el momento más esperado por los fanáticos del spin-off de “Sex and the City”, pero no pude satisfacer lo suficiente..."
30/08/2023,15:47,PJ condena a hombre que acuchilló a perrita a un año y seis meses de prisión,Redacción EC,Lima,"Además, Alonso Santa Cruz Tupac Yupanqui, de 32 años, deberá pagar 5 mil soles de reparación civil."
30/08/2023,15:47,Congreso: pleno sesiona este jueves y tiene en agenda retorno a la bicameralidad,Redacción EC,Congreso,"La sesión se desarrollará de manera semipresencial, pese a que las restricciones por la pandemia ya fueron levantadas meses atrás. Será el primer..."
30/08/2023,15:47,5 películas de Netflix que se estrenarán en el Festival de Cine de Venecia,Redacción EC,Películas,"Si el cine independiente es su placer, entonces los siguientes filmes son imperdibles este año. Estos se estrenan en el evento internacional en E..."
30/08/2023,15:44,"Temblor en México hoy, miércoles 30 de agosto: dónde fue el último sismo",Redacción EC,Mexico,Revisa aquí la última hora de la actividad sísmica en México reportada por el Servicio Sismológico Nacional (SSN).
31/08/2023,23:53,Temblor en Colombia: reporte de los últimos sismos del jueves 31 de agosto,Redacción EC,Colombia,Mira aquí los reportes del Servicio Geológico Colombiano (SGC) sobre los últimos sismos en el país. 
31/08/2023,23:51,Temblor en México: reporte de magnitud del último sismo del jueves 31 de agosto,Redacción EC,Mexico,Revisa aquí la última hora de la actividad sísmica en México reportada por el Servicio Sismológico Nacional (SSN).
31/08/2023,23:33,¿Qué pasó en el mundo un día como hoy? Revisa el efemérides del 31 de agosto,Agencia EFE,Actualidad,"Conoce qué sucedía en el mundo un 31 de agosto, un día cargado de nacimientos, muertes y otros momentos históricos que conmocionaron al mundo."
31/08/2023,23:13,Afhs: Remo se acerca cada vez más a Alessia ¿Podrá ganarse su corazón nuevamente?,Redacción EC,Entretenimiento,"Desde el regreso de Remo a las Nuevas Lomas, las cosas estuvieron tensas entre él y Alessia. Poco a poco se ha ido acercando a la rubia de manera..."
31/08/2023,23:11,Temblor en Perú: sigue aquí el reporte del último sismo del 31 de agosto,Redacción EC,Perú,Mira aquí los reportes del Instituto Geofísico del Perú (IGP) sobre los últimos sismos en el país. 
31/08/2023,23:07,Temblor en Chile: magnitud del último sismo y reporte del 31 de agosto,Redacción EC,Chile,Revisa aquí en vivo los últimos reportes de los movimientos sísmicos en Chile de acuerdo al Centro Sismológico Nacional.
31/08/2023,23:01,Ecuador: Diez detenidos por la explosión de carros bombas en Quito,Agencia EFE,Latinoamérica,"En un primer momento la Policía detuvo a seis personas, entre ellas cinco ecuatorianos y un colombiano, tras el estallido del primer carro bomba."
31/08/2023,22:32,El papa Francisco llega a Mongolia para apoyar a los católicos en una región sensible,Agencia AFP,Asia,"Durante el trayecto, mientras cruzaba China, Francisco aprovechó para enviar un telegrama con “plegarias” y “buenos deseos” a su presidente, Xi J..."
31/08/2023,22:19,Congreso: pleno da cuenta de moción para interpelar a la ministra de Desarrollo Agrario y Riego,Redacción EC,Congreso,Nelly Paredes del Castillo podría responder por las presuntas responsabilidades en contrataciones de familiares directos hacia su persona y de su...
31/08/2023,22:10,Petro dice que empresarios españoles financian a quienes “sueñan” con “tumbar” su Gobierno,Agencia EFE,Latinoamérica,“No se les ocurra hacer eso porque estarían iniciando una nueva era de violencia. Como les voy a decir: no sean brutos que ya en la historia de C...
31/08/2023,22:09,"Grupos de Champions League 23/24 con Barcelona, Real Madrid y Manchester City",Redacción EC,Champions League,Mira aquí cómo quedó el sorteo de la fase de grupos de la Champions League 2023/2024.
31/08/2023,21:50,Keiko Fujimori cuestiona a la CIDH por caso Víctor Polay: “Es hora de hacer respetar las decisiones de nuestro país”,Redacción EC,Actualidad,La lideresa de Fuerza Popular cuestionó la decisión de la Comisión Interamericana de Derechos Humanos de admitir una demanda del cabecilla del Mo...
31/08/2023,21:42,"Temblor en México hoy, 27 de agosto: magnitud y último sismo reportado",Redacción EC,Mexico,Revisa aquí la última hora de la actividad sísmica en México reportada por el Servicio Sismológico Nacional (SSN).
31/08/2023,21:40,Olimpia eliminado de la Copa Libertadores: así fue la derrota por 3-1 ante Fluminense | RESUMEN Y GOLES,Redacción EC,Fútbol mundial,Olimpia no pudo ante Fluminense por los cuartos de final de la Copa Libertadores 2023 desde el estadio Defensores del Chaco. 
31/08/2023,21:40,Cuánto quedó Olimpia vs. Fluminense por cuartos de final de Copa Libertadores | VIDEO,Redacción EC,Fútbol mundial,"Olimpia fue eliminado de la Copa Libertadores ante Fluminense, quien accedió a la semifinal."
31/08/2023,21:29,Ricardo Montaner regresó a Venezuela luego de 9 años y cantó en calles de Maracaibo,Redacción EC,Famosos,Cantante visitó país de procedencia junto con sus hijos Mau y Ricky
31/08/2023,21:27,Bolivia: Informe médico señala que vida del detenido gobernador opositor está “en riesgo”,Agencia EFE,Latinoamérica,"La vida del gobernador “está en riesgo” al estar en un lugar sin condiciones de “salubridad”, lo que ha agravado las enfermedades de base que “af..."
31/08/2023,21:11,"Sorteo de la Champions League 2023/24: grupos, fixture y partidos | VIDEO",Redacción EC,Champions League,El sorteo de la fase de grupos de la UEFA Champions League 2023/24 se celebró en Mónaco. Conoce aquí los grupos para la próxima edición
31/08/2023,21:06,El Papa envía a China bendiciones de paz y unidad al sobrevolar su espacio aéreo,Agencia EFE,Asia,"“Asegurando mis oraciones por el bienestar de La Nación, Invoco sobre todos ustedes Bendiciones de unidad y paz”, señaló el sumo pontífice."
31/08/2023,20:57,Callar y blindar,Editorial El Comercio,Editorial,Los arrestos fiscalizadores de Cambio Democrático-Juntos por el Perú se desvanecen ante el caso de Guillermo Bermejo.
31/08/2023,20:57,"‘Deepfake’, el lado torcido de Internet",Maite  Vizcarra,Columnistas,"“Esa excesiva exposición narcisista ha dado lugar a que indeseables puedan usar las muchas fotos, videos y cualquier contenido que compartimos pa..."
31/08/2023,20:57,La sinceridad del MEF,Mario Saldaña,Rincón del autor,“La desconfianza y la incertidumbre vienen ganando el partido por goleada”.
31/08/2023,20:57,Oportunidades perdidas,Javier Díaz-Albertini,Columnistas,"“Esta lucha por los derechos invariablemente incomoda a estructuras de poder discriminatorias, acostumbradas a operar en el país sin mayor vigila..."
31/08/2023,20:57,Inseguridad: plan incierto,José Carlos Requena,Mirada de fondo,"“El debate suscitado en torno a la eventual aplicación del llamado plan Bukele en el Perú ha generado distintas reacciones”,"
31/08/2023,20:57,¿Inteligencia artificial? Más lo segundo que lo primero,Alexander Huerta-Mercado,Columnistas,“La racionalidad humana permite la invención de cosas para las que nuestro desarrollo emocional no está preparado”.
31/08/2023,20:57,Más allá de los negocios,David Ordinola,Voz Universitaria,"“Mi área de estudio, más allá de la teoría de negocios y del aprendizaje de plataformas digitales para crear valor en empresas, consiste en ver l..."
31/08/2023,20:41,Gobierno de Ortega prohíbe la entrada al país a otra periodista nicaragüense,Agencia EFE,Centroamérica,"La comunicadora, directora de la radio La Costeñísima, una de las principales emisoras en el Caribe de Nicaragua, no pudo abordar en Miami el vue..."
31/08/2023,20:40,"Defensoría, a cargo de excongresista nacionalista,  recomendó al PJ evaluar impedimento de salida del país de Nadine Heredia",Redacción EC,Justicia,"La institución que dirige Josué Gutiérrez, excongresista del nacionalismo, había pedido al Poder Judicial evaluar la medida restrictiva contra Na..."
31/08/2023,20:26,¿Quieres un día de oficina diferente? ¡WUF lo hace posible!,,WUF,"La ONG peruana, que se dedica a trabajar en beneficio de los animales en estado de abandono, ofrece visitas a oficinas para promover la adopción ..."
31/08/2023,20:17,La población menor de 25 años tiene uno de cada 10 empleos adecuados ,Junior Miani,ECData,"Durante el trimestre mayo-junio-julio, la PEA ocupada con empleo adecuado sumó 3 millones, aún 3,3% por debajo del mismo lapso del 2019, según el..."
31/08/2023,20:17,"¡Vuelo histórico!: la epopeya del primer viaje de turismo Lima-Cusco que llevó flores, corvinas y salvó la vida de un magistrado en 1933",Carlos Batalla,Archivo El Comercio,"Fue un vuelo singular el que abrió las puertas del Cusco al mundo. El trimotor de la compañía Panagra hizo historia y, tras un inconveniente inic..."
31/08/2023,20:17,¿”La sirenita” hecha en Perú? Vania Masías recrea el cuento clásico como musical y le incluye inesperado mensaje,Sonia del Águila,Teatro,"Bajo la dirección artística de Vania Masías, “Sirena , el musical” está inspirado en la historia original de Hans Christian Andersen y readaptado..."
